fecha,titulo,is_fake,descripcion,sector
2017-12-05,Gemelos gastaron miles de dólares en cirugías para parecerse a Delfín Quishpe,1,"EM. Noticias.- Los gemelos Matt y Mike Schlepp, de Arizona, gastaron USD 20 215 en cirugías cosméticas para parecerse a su ídolo, Delfin Quishpe. Los aspirantes a cantantes de tecnocumbia, que entonces tenían 21 años, estaban desesperados por tener las mismas facciones faciales que la estrella ecuatoriana. Los Schlepp soportaron meses de agonía por los procedimientos para lograr el sueño de cambiar de apariencia. Mike se operó la nariz, se hizo implantes de pómulos, mandíbula y barbilla, mientras que Matt también se sometió a una rinoplastía y a un implante de mentón.",arizona
2017-12-05,Video: Cuando una chica te patea el trasero jugando futbol,1,¿Que se siente que una mujer te patee el trasero jugando futbol? Mira este video,mira
2017-12-05,Venezolanos se quejan que en concierto de Juanes había mucho quiteño.,1,"APS. Noticias, Quito, Ecuador.- Con un show dedicado al pasacalle, uno de los géneros más populares del pentagrama nacional, comenzó en noviembre del 2017, una serie de conciertos que son parte de la programación de las fiestas de Quito 2017. El cartel de este año incluye la presencia de Nacho Mendoza, quien llega a la capital acompañado de Báilame, uno de los últimos éxitos de la música urbana. El cantante venezolano se presentará el viernes 1 de diciembre, en la Plaza Cívica Quitumbe. Otro de los artistas que visitará la ciudad es Juanes. El músico colombiano se presentó en este concierto donde que varios ecuatorianos capitalinos fueron avistados.",quito
2017-12-04,CHAT: Mira lo que nos ofrece el Capitan Zapata por bajar el post sobre la venezolana que se culea,1,"Como se ha venido haciendo costumbre, el Capitán Zapata nos escribe para que bajemos nuestra denuncia sobre la venezolana que tiene como asesora a la cual se la folla a diario y le paga con dinero de nuestros impuestos. La oferta fue tentadora, pero diario el Mercioco no se vende por simples migajas.",
2017-12-04,Cuando le pides a tu mamá que busque tu calculadora y encuentra las pastillas felices,1,APS. EM.- Puede que solo haya tenido suerte.,
2017-12-04,VIDEO: Profesora se equivoca de grupo de WhatsApp y manda este video a sus alumnos,1,EM. Noticias.- Esta joven profesora de la capital envió este video por error por WhatsApp a su alumno cuando quería enviarlo a su novio. El video se viralizó en el grupo de WhatsApp de los estudiantes y también en el grupo de WhatsApp de los padres de familia. Varias madres de familia han pedido que se despida a la profesora por dar mal ejemplo a sus alumnos al bailar borracha y beber alcohol.,
2017-12-04,FOTOS: El capitan Zapata y su despampanante asesora venezolana en el municipio de Quito,1,"NOTICIA REAL.– La siguiente información nos llegó anónimamente. La mano derecha de Mauricio Rodas, el Cap. Zapata, contrató a una despampanante venezolana como su asesora en el Municipio de Quito la cual no posee ningún título registrado en el SENESCYT, pero le sirve de amante al Capitan Zapata. Su sueldo es de 3000 dólares. Su nombre es Gabriela Colina y este es su perfil de facebook.",quito
2017-12-03,Telescopió captó imágenes de un agujero negro vendiendo cocadas,1,"APS. Noticias, Japón.- Unos astrónomos japoneses podrían haber descubierto el segundo agujero más grande en la Vía Láctea, el cual es cien mil veces más masivo que el Sol y que ha sido vendiendo cocadas en la Panamericana. El hallazgo tuvo lugar mientras los astrónomos estudiaban los movimientos de los gases de la nube tóxico con un telescopio ALMA (Large Millimeter/submillimeter Array), compuesto por 66 radiotelescopios y ubicado en la via a Esmeraldas. Las investigaciones mostraron que las moléculas del agujero negro quieren ganar dinero mediante fuerzas gravitatorias que producen un dulce de coco caramelizado, las que podrían explicarse por un agujero negro de origen esmeraldeño en área circundante de 1.4 mil millones de kilómetros.",vía láctea
2017-12-03,Liguista asegura que no sabe por que le gusta la tauromaquia,1,"APS. Noticias, Quito, Ecuador.- Con la imagen del la espada atravesando la puerta garganta de un toro se cerró el segundo festejo del ciclo en la Plaza Belmonte de Quito. Con media plaza llena de liguistas y con tarde de lluvia fuerte que retrasó el inicio del festejo. Este espectáculo que ha sido repudiado por todos los quiteños que no conducen un audi y que tienen un pariente torero (algunos casos la falta de repudio se debe también a las ganas de sentirse español), atrajo varios quiteños que de una u otra manera se sintieron curiosos sobre el “apuñalar” a un toro.",quito
2017-12-03,Longazo que bebió buen vino por primera vez puso la botella en la antena de su aveo,1,"APS. Noticias. Quito, Ecuador.-  Varios taxistas fueron los primeros, ahora son los jóvenes del sur de Quito, a quienes les gusta conducir un carro con una botella de vino sobre la antena. Franklin Cunalata le pone ese toque distinto y chévere a su auto un Chevrolet Aveo tuneado, el cual usa para movilizarse a su trabajo. Le gusta tunear la antena del vehículo con una botella de vino .",quito
2017-12-03,Compañero de celda de Glas salió contento de las duchas,1,"APS. Noticias.- Otilino Cangá, el compañero de celda del vicepresidente Jorge Glas habría salido esta mañana contento y silbando de las duchas donde también se bañaba el vicepresidente. Según convictos de la cárcel 4, Glas entró a bañarse al mismo tiempo que su compañero en las duchas comunes que tiene la prisión.",
2017-12-03,VIDEO: Lenin Moreno le mete un gancho al hígado a Correa con este video,1,"¡NOTICIA REAL!
Correa afirmó que Lenin Moreno da un golpe de estado al enviar su consulta popular al CNE. Nos encontramos un videito del mismo Correa donde en una de sus Enlaces Ciudadanos dice todo lo contrario. El Karma existe y todo se paga en esta vida. ¿Acaso pensaste que podías subirte a una tarima y hablar lo que te venga en gana, sin consecuencias futuras? Aquí está la prueba de que el Karma es un hijo de puta, más aún en esta era tecnológica.
Aquí el video",puta
2017-12-03,Santa Claus revela que Lasso le pidió un Feriado Bancario por Navidad,1,"APS. Noticias. Laponia, Finlandia.- Ante los recientes acontecimientos en la política en el Ecuador, Santa Claus, mejor conocido como Papá Noel en la Laponia finlandesa, reveló lo que el banquero Guillermo Lasso le pidió por Navidad. “Se acercó a mi, se tomo una selfie, luego se sentó en mis piernas y me susurró al oído, ‘Santa, quiero otro feriado bancario’, le dije que ya le di uno pero insistió a pesar de mi negativa”, afirmó Santa Claus.",ecuador
2017-12-03,"VIDEO: Ella pide que le pongan bronceador, pero cuando se da la vuelta les enseña su sorpresita",1,"Ella Pide Que Le Pongan Bronceado, pero Tremenda Sorpresa Se Llevan Cuando Ella da la Vuelta Seguro muchos hombres en cualquier momento de su vida han soñado o fantaseado con llegar a la playa y que una sexy mujer le diga “¿disculpa me puedes poner un poco de bronceador?” pues ellos se la consiguieron y con todo gusto lo hicieron porque se sentían sumamente afortunados por aquella propuesta hecha por esta despampanante mujer pero de seguro no pararas de reírte con la reacción de estos hombres al descubrir a profundidad lo que se oculta detrás de esta maravilla de propuesta soñada por todo hombre.",
2017-12-03,Moreno decreta evacuación de Esmeraldas por riesgo de Tsunami debido al sismo,1,"EM. Noticias.- Un sismo de magnitud 6.0 grados en la escala de Richter, sacudió a las 06:19 de este domingo 3 de diciembre de 2017, a San Vicente, Manabí según información publicada en la cuenta de Twitter del Instituto Geofísico de la Escuela Politécnica Nacional. Esta mañana el presidente Lenin Moreno decretó la evacuación inmediata de la ciudad de Esmeraldas debido a riesgo de Tsunami.",san vicente
2017-12-03,Cobradora de pasajes se cree sexy y los memes la acaban,1,"APS. EM.- No se sientan tímidos y si creen poder hacer algún meme con esta pobre alma, háganlo.",
2017-12-02,Lenin Moreno se pegó 3 canelazos y ya no pudo ni pararse en las fiestas de Quito,1,"EM. Noticias.- Una delegación del Municipio de Quito visitó ayer el Palacio de Gobierno para invitar al presidente encargado, Lenin Moreno, a las fiestas por los 473 años de fundación española de Quito. El Gobierno, a través de Moreno, recibió la invitación formal, y el presidente decidió salir a festejar a la Ronda.",quito
2017-12-02,"Venezolanas, colombianas y cubanas disimulan la falta de culos en la fiestas de Quito",1,"EM. Noticias.- Cuatro horas esperaron más de 80 000 asistentes del Quitonía Sur 2017 para ver en escena al venezolano Nacho, artista principal invitado al evento que se realizó la noche del viernes con motivo de las fiestas capitalinas. Según datos del INEC, en estas fiestas de Quito, los turistas han apreciado una menor cantidad de culos planos en las calles de la capital.",quito
2017-12-02,VIDEO: Filmaron a la Pame perreando en una discoteca,1,"La persona que nos envío este video afirma que la loca que baila en el video es nada más ni nada menos que la fishfica de Correa, Pamela Aguirre. ¿Qué opinan ustedes? o la man se engordó o no es ella.",¿
2017-12-02,CHAT: Cuando crees que te enamoraste de una española en Tinder pero resultó ser de Guamaní,1,"Chuta, ahora resulta que hasta las de Guamaní pasan pack, están en Tinder y no quieren salir con indios porque son españolas.",
2017-12-01,Los malos padres no conocen nacionalidad,1,APS. EM.- No sabemos de donde son pero si a donde irán.,
2017-12-01,Maestros que avergonzaron a los idiotas de sus alumnos,1,APS. EM.- Esos si son profes.,
2017-12-01,TRISTE HISTORIA: Típico mandas a tu hijo a comprar y google maps lo hace famoso,1,APS. EM.- Eso pasa cuando mandas a tu hijo por el perejil,
2017-12-01,VIDEO: Borregos de Correa casi hacen llorar al BOBAZO Vivanco,1,Le bajó la regla cuando gente seguramente pagada por Correa lo llamó “borracho”. Este cara de lelo que habla como bobazo solito se busca enemigos. Da pena.,
2017-12-01,"Personas ridículas en facebook, lo suficiente para hacerte reir",1,APS. EM.- Uno encuentra de todo.,
2017-12-01,Primer caso de un ecuatoriano que salió de su casa a los 18 porque el quiere.,1,"APS. Noticias, Quito, Ecuador.- Un joven de 18 años, que decidió trabajar en un taller de luthier al mismo tiempo que estudia música es el ejemplo de como debería ser un joven en el Ecuador. En una entrevista con el muchacho nos explicó cual es el proceso que siguió para tener los resultados que tiene:
“No es cuestion de estar en una familia rica o pobre, mi familia es de recursos medios, podrían mantenerme mientras estdio la universidad y podría quedarme a vivir en el mismo cuarto como todos lo hacen, pero me di cuenta que si hago eso nunca aprenderé lo que es enrealidad la vida, no tengo problemas con mis padres, es más ellos me apoyaron a que viva la vida como se debería. Me dijeron que podría complementar mi carrera musicar con un trabajo que se relacione como es la Lutheria. Yo solo quiero que sepán que no es normal quedarse con tus padres hasta los 30 años. No es normal coger a escondidas, es incluso denigrante. Si quieres hacer cosas de adultos, pues se un adulto”",quito
2017-12-01,"Submarino argentino fue encontrado en la laguna de Yambo, pero no hay señales de los Restrepo",1,"APS. Noticias, Cotopaxí, Ecuador.- Esposas, madres, padres y otros familiares clamaron este viernes que se reanude el operativo de rescate de los 44 tripulantes del submarino “ARA San Juan”, desaparecido hace 16 días en el Atlántico Sur, luego del anuncio de la Armada argentina de que ya no busca sobrevivientes. Unas horas después el gobierno ecuatoriano declaró haber encontrado el submarino en la laguna de Yambo. Según la Marina y los expertos, no había esperanzas de vida en el submarino.",cotopaxí
2017-12-01,Longazo que le subió la suspensión a su AVEO fue llamado a participar en Rally Dakar,1,"APS. Noticias. Latacunga, Ecuador.- El grupo de los hermanos Kevin y Sebastián Brandon ganó este sábado la edición 2017 de la Vuelta Automovilística al Ecuador, que recorrió la sierra centro del país suramericano. Los hermanos Guanotasig fueron los ganadores de la Vuelta al Ecuador 2017 tras acumular un tiempo de 6 horas, 5 minutos y 22 segundos. La gran ventaja se debió a que hace un año subieron la suspensión de su aveo, logrando así superar la eficacia de los mejores Ford en el mundo del Rally",
2017-12-01,Banguera: Qué hago si en el sorteo del mundial toca Ecuador y España en el mismo grupo,1,"APS. Noticias, Rusia, Más fria que le corazón de tu ex.- La ceremonia del sorteo para la Copa del Mundo Rusia 2018 empezó en el Palacio del Kremlin. Allí, los 32 países participantes comenzarán a conocer el destino que les espera en el torneo que se realizará del 14 de junio al 15 de julio del 2018.
 Todo el mundo futbolístico tendrá puestos los ojos en la capital rusa y los aficionados de cada selección podrán hacer cábalas sobre qué contrincantes enfrentar, las posibilidades de cada equipo dependiendo de lo que depare el sorteo, los horarios de los partidos de cada selección, los estadios y donde se ubicarán el campo-base de cada combinado.",rusia
2017-12-01,Bus electrico no pudo completar viaje por gastar la batería en reproducir Tecnocumbias,1,"APS. Noticias, Quito, Ecuador.- Mide 18 metros, tiene capacidad para 160 pasajeros, no permite que el conductor sobrepase los 60 kilómetros por hora y no emite gases contaminantes. Se trata del primer bus eléctrico que empezó a circular en Quito desde el 1 de diciembre. Ney Jiménez, presidente del Corredor Central Norte, explica que desde hace seis meses trabajaron en conjunto con la empresa BYD, para traer a la ciudad el primer articulado 100% eléctrico. “El objetivo es dar un verdadero salto respecto a tecnología y así mejorar el nivel de servicio y el nivel de vida de los quiteños, pues contribuimos a la no contaminación ambiental y sonora de la ciudad”, dijo mientras fumaba un tabaco dentro de la unidad mientras escuchaba el remix de una canción de Paty Ray con la del Gas.",quito
2017-12-01,VIDEO: Otro guayaco batracio entrevistado por un negro que pasaba por ahí y escuchó un run run,1,Otra razón por no ir al manso Guayas.,guayas
2017-12-01,VIDEO: Mira con quien se despertó este hombre luego de una super borrachera,1,"Que no te pase a ti, si no estas con amigos, no bebas.",
2017-12-01,Chibuleos celebran el campeonato del Técnico Universitario con eurforia,1,"EM. Noticias.- La fiesta estaba armada. El presidente Lenín Moreno llegó al estadio Gonzalo Pozo en compañía de su equipo de seguridad al igual que el alcalde Mauricio Rodas. Incluso, los jugadores celebraron unos 30 segundos el título. Lastimosamente el Técnico Universitario se llevó el título. Toda la comunidad indígena de Ambato celebró el campeonato del Técnico Universitario con cuyes, harina y puntas de alcohol.",
2017-12-01,Como fruto de los diálogos las “Locas Viudas” ya no tributará el 12% de IVA,1,"AFP. Noticias. Quito, Ecuador.- La tradición propia de Ecuador son las “viudas locas”, mayormente hombres con pelucas y disfrazados de provocativas mujeres con voluptuosas prótesis de pechos de mujer, para seducir a los transeúntes y conductores y pedir “limosnas” para “pagar el funeral” del “viejo”. La colecta de las “viudas” se invierte en la misma fiesta organizada por los jóvenes de los barrios, que se corona con la leída del “testamento”, con rimas satíricas sobre hechos políticos o sociales destacados durante el año que termina.",quito
2017-11-30,VIDEO: Mira las obras más cuánticas más importantes de Moreno en estos 6 meses de gobierno,1,"No puede ser, no era necesario tanta maldad.",
2017-11-30,Tasa de visas ecuatorianas para europeos se ha reducido y la UE pide seamos flexibles,1,"APS. Noticias, Quito, Ecuador.- El incremento de la tasa de rechazo a las solicitudes de europeos para obtener la visa Ecuatoriana -que permite el acceso por 90 días a las provincias de este paíso preocupa a la embajadora de la Unión Europea (UE) en Ecuador, Marianne Van Steen. Según la funcionaria, este año se ha registrado una tasa de rechazo de visados para los europeos de un 22,5%. Es decir, de cada 100 solicitudes de visado, unas 22 se niegan. El promedio del 2017 es mayor a la cifra de rechazos del 2014, que era de entre el 10 y 14%. “Estamos viendo que el porcentaje de rechazo se ha incrementado bastante, creemos que hay probablemente agencias que introducen documentos falsos”, indicó la funcionaria de la UE la mañana de este jueves 30 de noviembre del 2017.",quito
2017-11-30,Triste Historia: Típica Yuleisi que juega a “las cogidas” con el Brayan,1,APS. EM.- No se sorprendan.,
2017-11-30,"Geólogo español murió en el Metro de Quito de una hostia tan fuerte que flipás, tio.",1,"APS. Noticias. Quito, Ecuador.- El geólogo español Jomer Lobezno falleció debido a un accidente en la operación de la tuneladora La Carolina, que construye la primera línea del Metro de Quito. El percance ocurrió la noche del miércoles, 29 de noviembre de 2017, en el sur de la ciudad. A través de un comunicado, la Empresa Pública Metropolitana Metro de Quito (Epmmq) anunció que la víctima pertenecía al país de España. La entidad informó que el fallecido era experto en intervención en túneles y realizaba una inspección del terreno, contratada por el Consorcio Línea 1 del Metro.",quito
2017-11-30,VIDEO: Abdala califica de “Mariconcito de escritorio” a Tarquino Páez por ahuevarse a Correa,1,"Toma, jajaja entre ratas se atacan. Ahora Bucaram llamó “MARICON” a Andrés Paez por sus amenazas en videos y nada en la realidad. Aquí el video.",
2017-11-30,Quiteña longaza pide que los mugrosos provincianos no vengan a contaminar Quito,1,"Al parecer algún provinciano mugroso se la culió y nunca más la llamó. Pero bueno…
Ya escucharon mugrosos provincianos, no viajen a Quito y quédense en sus mugrosas provincias. Si alguien tiene alguna objeción puede decirle directamente a la quiteña Longaza, aquí les dejamos su perfil.
https://www.facebook.com/estefy.ramirez.58",quito
2017-11-30,Moreno sufrió un calambre a las piernas cuando el FMI afirmó que Lenin si recibió la mesa servida,1,"EM. Noticias.- El presidente Moreno fue trasladado al Hospital Militar a los pocos segundos de que el “Fondo Monetario Internacional (FMI)” se mostrara “sorprendido de manera favorable” por un crecimiento mayor al pronosticado de la economía ecuatoriana en 2017. Werner, representante del FMI aseguró que: “Una economía que nos ha sorprendido en el año 2017 de manera favorable, con un crecimiento mayor al que habíamos anticipado.., déjate de vergas Lenin, eso lo dejó Correa”, dijo tras la cita en el Palacio de Carondelet, sede del Ejecutivo.",
2017-11-30,GALERÍA: Genios que deberían estudiar en Yachay,1,APS. EM.- Esto si es ingenio.,
2017-11-30,CHAT: Mira como este joven consigue un buen sueldo “atendiendole” a su jefa,1,"No solo pasa con hombres, aquí una prueba de que también pasa con jefas hambrientas de sexo y se pegan a sus pobre pasantes.",
2017-11-30,Encuentran fotos reveladoras sobre la participación de Alfonso Espinoza delos Monteros en la Hoguera Bárbara de Eloy Alfaro,1,"AFP. Noticias. Quito, Ecuador.- Eloy Alfaro fue Presidente de Ecuador desde 1895 hasta 1901, y luego por un segundo período, desde 1906 hasta 1911. Fue asesinado en 1912 y arrastraron su cuerpo por las calles de Quito. Relatos históricos señalan que quienes lo mataron obraron obedeciendo los deseos de conservadores acaudalados y agentes de la Iglesia, ninguno de los cuales fue arrestado, procesado o inculpado. Esta semana entre las paredes de la biblioteca Nacional Eugenio Espejo, se encontraron libros antiguos donde relatan lo ocurrido durante la Hoguera Bárbara de 1912.",quito
2017-11-29,Mira esta historia con final inesperado.,1,APS. Cuando te arriesgas y ganas.,
2017-11-29,Si estas aburrido en la oficina aqui tienes unos consejos para joder a tus compañeros,1,"APS. EM.- No hace falta descripción, solo imágenes,",
2017-11-29,Las 10 teorías que dan los científicos para explicar el reciente “Fenómeno Brayan”,1,"En las redes sociales empezó a circular algunas fotografías de un Brayan ñengoso con una mujer rubia, guapa de ojos verdes. La polémica se difundió en las redes sociales donde no existía una explicación lógica a dicho amor heterogéneo. Algunos científicos de Harvard intentaron explicar dicho fenómeno al cual lo llamaron “El Fenómeno Brayan”. Aquí las siguientes teorías:",
2017-11-29,VIDEO: Correa fue a buscar popularidad en la CNN pero ¡salió troleado nivel DIOS!,1,"APS. Noticais.- El expresidente Rafael Correa fue entrevistado por la CNN, canal al cual siempre tildó de mentiroso y capitalista. Ahora que Correa no posee los medios públicos para salir en televisión, aceptó una entrevista en la CNN. Las preguntas que le enviaron no le agradaron nada al presidente, más aún cuando le dijeron sus verdades en la cara. En la entrevista Correa niega haber atacado a la libertad de expresión en nuestro país. Sobre este punto queremos recordarle al expresidente que la SECOM pidió a nuestro servicio de Hosting nuestra identidad  nos denunció por usar fotografías de Correa en nuestros posts. La SECOM intentó bajarnos nuestro sitio web de manera legal.",aceptó
2017-11-28,VIDEO: Otro profesor longazo de la UCE putea a sus estudiantes en redes sociales por no comprarle su libro basura,1,"DENUNCIA.- Aquí nos llegó otra joyita de la UCE, un profesor longazo que tilda de “miserables” a sus alumnos por no comprarle su libro basura. A cualquier estudiante que le reclame lo ataca y lo denigra. Este es el libro.",
2017-11-27,VIDEO: Cuencano irresponsable casi mata a su mujer,1,El man no está borracho. Clarito dice.,
2017-11-27,Correa tendrá que pagar impuestos en Aeropuerto por 3 ponchos y 6 camisas que lleva a Bélgica,1,"APS. Noticias,  Guayaquil, Ecuador.- Geovanni Atarihuana, director de Unidad Popular (UP), presentó un pedido a la Fiscalía General. El objetivo es que se cobren los impuestos a las artesanías que lleva la maleta del expresidente Rafael Correa. Con esta solicitud, quiere que la Fiscalía solicite medidas cautelares en contra del exmandatario. Desde las 09:00 del lunes, 27 de noviembre del 2017, se concentraron los militantes de UP en los exteriores de la Fiscalía General, ubicada en la avenida Patria y 12 de Octubre, en Quito. Una delegación dirigida por Atarihuana ingresó para entregar los documentos. A criterio del director de UP, el exmandatario tiene responsabilidad en declarar cuatro impuestos: porimpuesto a la artesania, por salida de patrimonio y por un supuesto tráfico de tostado. Ella sostuvo que la Fiscalía está obligada a solicitar medidas cautelares, entre ellas la prohibición de salida del país, contra Correa. El expresidente arribó a Quito la madrugada del sábado.",guayaquil
2017-11-27,VIDEO: Cuando Dalo Bucaram vio este video tuvo una hemorragia menstrual,1,"EM. Noticias.- Esto es lo que es un Bucaram, un insultador, un ladrón, una basura, una rata. En este video se resume la doble cara de Dalo Bucaram y como mintió en las elecciones.",
2017-11-27,VIDEO: Parodian la traición de Lenin Moreno a Correa con este video,1,EM. Noticias.- En las redes sociales se viralizó un video que parodia la traición de Lenin Moreno a Rafael Correa y Alianza País. En el video realizado por militantes de Alianza País se ve a Moreno involucrado con la política de derecha ecuatoriana.,
2017-11-27,Habitantes de Ipiales celebran eufóricamente el regreso de Correa con descuentos en AlKosto,1,"APS. Noticias.- El expresidente Rafael Correa llegó este sábado a Ecuador por primera vez desde que abandonó el país el pasado mes de julio, en medio de un tumulto en el aeropuerto de la ciudad de Guayaquil protagonizado por seguidores y detractores de Correa. Ante tal evento, los ciudadanos de Ipiales, ciudad fronteriza con Tulcán, celebraron el retorno de Correa.",ecuador
2017-11-27,Cuando te tratan de estafar pero tu le ganas,1,APS. EM.- Más vale que sepas el chiste.,
2017-11-27,"Glas: Admito que he tenido relaciones con mi tio, pero no ilícitas.",1,"APS. Noticias, Ecuador.- En el segundo día de juicio por asociación ilícita fueron expuestos ante el Tribunal Penal los correos electrónicos que se cruzaban el vicepresidente Jorge Glas y su tío Ricardo Rivera. Durante media hora, el perito Armando Cuesta Cumbicus leyó la información encontrada en el ‘pendrive’ que el 11 de septiembre pasado entregó el exhombre de confianza de Rivera, Alfredo Alcívar.",
2017-11-27,Cortocircuito aplazará la construcción del metro en Quito 5 años más.,1,"APS. Noticias, Quito, Ecuador.- El Cuerpo de Bomberos realizó una inspección en el sector donde se construye la parada del Metro de Quito La Pradera, en el norte de la ciudad. Se trató de una medida de precaución, luego de que se presentara un cortocircuito que le dió un tic minúsculo a uno de los trabajadores, según confirmó la empresa Metro de Quito.
Los directivos y autoridades no brindaron mayores datos al respecto del incidente, pero se confirmó que existió un llamado de emergencia y, según Metro de Quito, el percance no pasó a mayores y se controló a tiempo el inconveniente.",quito
2017-11-27,Venezolanos piden que se renombre el feriado a “Fiestas de Quito y Caracas”,1,"APS. Noticias, Quito, Ecuador.- Va más allá de los grandes conciertos y desfiles del programa oficial de las fiestas de Quito y Caracas, como se ha nombrado a las fiestas nacionales de este mes Diciembre. Es una forma de celebrar que se centra en el vecino, en la plaza, en el trompo, la arepa… La comunidad, desde el barrio, también se organiza para elogiar a la capital en los 483 años de su fundación y la nueva conquista venezolana. Como parte de la agenda que el Municipio lleva a cabo se desarrollarán 81 actividades dentro de La Movida Barrial, que consiste en la realización de yincanas con premios como papel higienico y una palanqueta, ferias de dulces tradicionales como mandocas, caspiroleta, campeonatos de vóley y beisball, serenatas, exposiciones, juegos populares y más de 50 bailes barriales.",quito
2017-11-27,VIDEO: Mira como Abdala Bucaram dejó Guayaquil cuando fue alcalde,1,Esta basura política quieren gobernar el país.,
2017-11-27,VIDEO: Los policías que mataron a esta señora se encuentran en la impunidad,1,"DENUNCIA.- Esta señora falleció producto del atropellamiento de un patrullero, el atropellamiento paso el 15 de noviembre justo en el día del cumpleaños numero 70 de la señora. Los policías del video afirman que fue culpa de la señora porque la vieron, le pitaron, prendieron las luces y ella no se hizo a un lado, lo cual es ilógico porque el pitar a una persona no te da la potestad de atropellarla. Los testigos desmienten esa afirmación.",
2017-11-27,VIDEO: Ñengosos ya podrán estudiar medicina sin la obligación de pasar el ENES,1,"Noticia Real.- Gracias a al Secretario de Educación Augusto Barrera ahora los ñengosos reggaetoneros que sacaron el 3% en la prueba del ENES, podrán matricularse sin ningún problema en las universidades y estudiar medicina. Si Rene Ramirez era una basura como secretario de Educación, Barrera lo supera.",
2017-11-26,VIDEO: El video racista que enfureció a la Mae Montaño,1,"Mae Montaño, asambleísta por CREO se mostró molesta por el video racista que la compara con un simio el cual fue publicado en las redes sociales. El racismo es penado por la ley en el Ecuador el cual consta en el COIP por lo que los responsables de esta infracción se encuentran en problemas con la justicia.",ecuador
2017-11-26,FOTOS: Cuando tu amiga tetona se cambia en el auto y tu la grabas,1,"¡Aplausos!
La mejor inversión hecha por este héroe.",
2017-11-26,"Bachillerato internacional ecuatoriano será aceptado en un país más, Haití.",1,"APS. Noticias, Ecuador.- Los estudiantes con diploma de Bachillerato Internacional, que ingresan a la Universidad Pan parón en Haití, pueden homologar hasta tres materias. Si alguien estudia ingeniería lo hace con la carga horaria de física. Si es de medicina se aplica lo que aprendió en biología, por ejemplo. De los 8 000 jóvenes que se preparan allí, el 30% corresponde a chicos con ese tipo de formación en el Bachillerato. Uno de ellos es Martín De la Cruz, de 22 años, quien se graduó en la Unidad Alberto Einstein, de la capital, en el 2013.",haití
2017-11-26,VIDEO: Así huyó Bucaram directo al hospital para extirparse la botella del culo,1,Después del gusto viene el susto. Así salieron los Bucaram del Aeropuerto después de haber golpeado a mujeres y niños inocentes que no tenían nada que ver con Correa o la política.,
2017-11-26,VIDEO: El momento en el cual un partidario de Correa le mete una botella de cerveza en el ano a Abdala,1,Un video revela que Abdala Bucaram tuvo que huir del aeropuerto de Guayaquil debido a un gran dolor anal causado por un partidario de Rafael Correa durante los enfrentamientos. Su hijo Dalo Bucaram afirmó que pondrán la denuncia en la fiscalía contra Rafael Correa por abuso sexual hacia su padre.,aeropuerto de guayaquil
2017-11-25,VIDEO: Mira lo que los Bucaram ocasionaron en el aeropuerto por llamar la atención,1,"“Rafael Correa no me llega ni a los tobillos”, “Rafael Correa contra Abdala no tiene ninguna posibilidad” decía Bucaram en sus videos. Si eso es cierto, derrótalo en las elecciones y no causes desmanes en un aeropuerto. Esta vez aplaudo a Lasso, fue un hombre sabio y no mandó a sus partidarios a armar bronca donde no se debe.",
2017-11-25,Entérate el porqué una mujer fea ganó el certamen de Reina de Quito,1,EM. Noticias.- Ana Carolina Carvajal es la nueva soberana de la capital. La flamante Reina recibió su banda de manos del alcalde Mauricio Rodas. Las redes sociales explotaron al ver que una mujer poco bella ganó un certamen de belleza.,
2017-11-25,Cuando una atea discute con una curuchupa y el mundo explota,1,APS. EM.- Ustedes júzguen.,
2017-11-25,CHAT: Las amenazas de Dalo Bucaram a “Diario El Mercioco” cada vez se intensifican,1,"Responsabilizamos a este hijo de Bucaram y su Familia de mafiosos por cualquier cosa que nos suceda a nosotros o a nuestras familias.
A pesar de las amenazas, diario El Mercioco seguirá publicando aunque a este sinvergüenza le sangre la vagina cada vez que lee nuestros artículos.",
2017-11-25,Correa: Volví para que Lenín me devuelva mis regalos mis cartas y mi perro,1,"APS. Noticias, Guayaquil, Ecuador.- Una entrevista con el Mercioco reveló las intenciones que tiene Rafael Correa con el hecho de regresar al pais: “Yo no vengo ha hacer problemas, yo se manejar un rompimiento de buena manera, asi que le pedí a Lenín que me traiga todas las cartas, las fotos, los regalos y que me devuelva el perro que dejé en la presidencia, por allí vi una noticia que lo vendió al alcalde de Loja, pero no me importa, me tiene que devolver todo, tambien la cámara que me dejé encendida dentro del despacho presidencial”",guayaquil
2017-11-25,Venezolana heladera predijo que una “India fea” ganaría concurso de belleza,1,"APS. Noticias, Quito, Ecuador.- La joven quiteña Ana Carolina Carvajal, de 25 años, ojos verdes color alga de laguna y sonrisa amplia de caballo, confiesa que aunque trabajó duro para conseguir ser la Reina de Quito, no estaba segura de poder lograrlo. “La maldición de una venezolana nos perseguía a las quiteñas, pero demostré que no es asi”, comentó. El jueves, 23 de noviembre del 2017, en la noche, tras ser proclamada como soberana de la ciudad, tomó un descanso de dos horas y a las 04:30 inició su primer día como reina de los quiteños.",quito
2017-11-25,VIDEO: Lenin Moreno le obsequió una negrita deliciosa al papa Francisco,1,Al parecer don Vergoglio aún tiene polvora en su pistola. Es mejor una negrita antes un un niño. Cortesía del Gobierno de la Repúlica del Ecuador.,
