fecha,titulo,link,descripcion,is_fake
2019-01-07,Moreno afirma que una auditoría del Vaticano encontró corrupción en obras de Correa,http://elmercioco.com/moreno-afirma-que-una-auditoria-del-vaticano-encontro-corrupcion-en-obras-de-correa/,"El presidente de Ecuador, Lenín Moreno, pidió la investigación de cinco proyectos petroleros por irregularidades y sobreprecios impulsados durante el gobierno de su antecesor, Rafael Correa , luego de una auditoría realizada por el Vaticano.  “El papa Francisco en persona me llamó y me dijo que el Vaticano por orden de nuestro señor Jesucristo realizó una auditoría a cinco proyectos petroleros de Correa donde se encontró corrupción, lujuria y pecado…”, afirmó Moreno en cadena nacional.",1
2019-01-04,Asambleísta suertuda se encuentra un título de Máster en un paquete de K-chitos,http://elmercioco.com/asambleista-suertuda-se-encuentra-un-titulo-de-master-en-un-paquete-de-k-chitos/,"La suerte le sonrió en este inicio de año a la Asambleísta Anna Galarza quien compró un paquete de K-chitos en la tienda de la esquina y encontró un título de Master dentro del paquete. “Yo esperaba encontrarme unos tazos o unos tatuines de las chicas super poderosas, pero no!… era un titulo de máster de una universidad Española”, afirmó Galarza.",1
2019-01-04,Moreno saca otra supuesta corrupción de Correa para llamar la atención y bajarse el sueldo sin que nos demos cuenta,http://elmercioco.com/moreno-saca-otra-supuesta-corrupcion-de-correa-para-llamar-la-atencion-y-bajarse-el-sueldo-sin-que-nos-demos-cuenta/,"El presidente Lenín Moreno se dirigió al país a través de una cadena nacional de radio y televisión, después de regresar de España comiendo arroz con huevo.  El Jefe de Estado se refirió al aumento del precio de los combustibles, a las compensaciones para los transportistas y dio detalles de cinco nuevos casos de corrupción que se habrían perpetrado durante el gobierno del expresidente Rafael Correa.",1
2018-12-21,Cholo chiro mirará ‘Mi pobre Angelito’ y ‘Duro de Matar’ por navidad,http://elmercioco.com/cholo-chiro-mirara-mi-pobre-angelito-y-duro-de-matar-por-navidad/,"Para que los ecuatorianos no se aburran en navidad, películas como “Mi pobre Angelito” 1 y 2, “Duro de Matar” 1 y 2, “piesito en busca del valle encantado”, entre otras se transmitirán en la televisión nacional el 24 de diciembre, así lo confirmó el portavoz de Teleamazonas. “Somos un canal original y queremos darles a nuestros televidentes programas originales, es por eso que pasaremos ‘mi pobre angelito’ por trigésima vez”, afirmó el director de programación de Teleamazonas.",1
2018-12-21,Lenin Moreno se encuentra en España pegándose arroz con huevo,http://elmercioco.com/lenin-moreno-se-encuentra-en-espana-pegandose-arroz-con-huevo/,"El presidente Lenín Moreno no pasará Navidad ni recibirá el año nuevo en Ecuador. La Secretaría Nacional de Comunicación informó que el primer mandatario se ha ido de vacaciones a España.  Ante las críticas de los ecuatorianos por la crisis económica causada por la ineptitud del presidente, en un comunicado Moreno detalló sobre su viaje.",1
2018-12-19,Zoquetudo votó “7 veces Si” pero igual le bajarán el sueldo,http://elmercioco.com/zoquetudo-voto-7-veces-si-pero-igual-le-bajaran-el-sueldo/,"El ministro de Trabajo, Raúl Ledesma, explicó que el Gobierno ha decidido reducir los salarios de los empleados del sector público.   “Se reducen los salarios de los servidores públicos que no tengan nombramiento”, anunció el ministro.",1
2018-12-18,Zoquete que “votó 7 veces SI” no sabe de donde sacar para tanquear su aveo,http://elmercioco.com/zoquete-que-voto-7-veces-si-no-sabe-de-donde-sacar-para-tanquear-su-aveo/,"El ministro de Finanzas, Richard Martínez, informó este martes 18 de diciembre del 2018 que el Ejecutivo ha decidido reducir los subsidios de la gasolina extra y ecopaís en Ecuador.  “Por culpa del ex presidente Rafael Correa hemos decidido subir el precio de la gasolina… la gasolina extra y la gasolina ecopaís pasarán de USD 1,48 a 2,85, es decir 1.37 centavos adicionales por galón…”, dijo Martinez.",1
2018-12-18,Chapa denuncia en la fiscalía a chofer que lo sobornó con un billete falso de 20 dolares,http://elmercioco.com/chapa-denuncia-en-la-fiscalia-a-chofer-que-lo-soborno-con-un-billete-falso-de-20-dolares/,"El cabo primero de policía Josue Guamán Tipán presentó una denuncia ante la Fiscalía contra un chofer de un automóvil que lo sobornó con un billete falso de 20 dólares.  El hecho ocurrió en el sector de la vía Latacunga – Ambato donde la policía nacional realizaba controles de velocidad. Según el testimonio del policía, el radar captó a un automóvil circular a 130 Kmph en un lugar donde el límite de velocidad es de 100 Kmph y procedió a multarlo .",1
2018-12-16,Miss España celebró el campeonato de la Liga de Quito,http://elmercioco.com/miss-espana-celebro-el-campeonato-de-la-liga-de-quito/,"¡Campeón, Campeón… Campeón hay uno solo, campeón Liga de Quito, el eterno campeón! Ese fue el grito que eufóricamente grito Ángela Ponce Miss España cuando el árbitro Luis Quiroz dictaminó el final del cotejo que duró 95 minutos.",1
2018-12-06,Trujillo anunció que cesará de sus funciones a la Interpol,http://elmercioco.com/trujillo-anuncio-que-cesara-de-sus-funciones-a-la-interpol/,"El pleno del Consejo de Participación Ciudadana (CPC) Transitorio removió este lunes del cargo a todo el directorio de la Interpol. La lectura del informe de evaluación y resolución duró más de cinco horas y se realizó en el teatro Universitario de la Universidad Central, donde Julio César Trujillo, titular del CPC, afirmó que la Interpol es correista y debe ser eliminada.",1
2018-12-05,Almacenes “La Ganga” contrató a Vicuña para que cobre las cuotitas de sus clientes morosos,http://elmercioco.com/almacenes-la-ganga-contrato-a-vicuna-para-que-cobre-las-cuotitas-de-sus-clientes-morosos/,"María Alejandra Vicuña fue obligada a presentar su renuncia a la Vicepresidencia de Ecuador, un día después de que el presidente Lenín Moreno la liberara de su funciones. Después de dos horas de que la renuncia de Vicuña se haga pública, almacenes La Ganga publicó en las redes sociales que la ex vicepresidenta ahora es su ejecutiva de cobranzas.",1
2018-11-23,Joven vergante compra una botella de agua por tan solo 2 dolaritos en oferta de Black Friday,http://elmercioco.com/joven-vergante-compra-una-botella-de-agua-por-tan-solo-2-dolaritos-en-oferta-de-black-friday/,"El Ecuador también celebra este año para el popular  ‘Viernes Negro’ o ‘Black Friday’, que se lleva a cabo hoy viernes 23 de noviembre. Juan Guamán, un ecuatoriano fanático de Halloween y Black Friday afirmó que encontró ofertas increíbles en el Supermaxi.",1
2018-11-23,Lenin Moreno felicita a Esmeraldas y el Chota por el Black Friday,http://elmercioco.com/lenin-moreno-felicita-a-esmeraldas-y-el-chota-por-el-black-friday/,"El presidente de Ecuador, Lenín Moreno, recordó que la provincia de Esmeraldas, que hoy cumple un año más de Black Friday, ha recibido en este año alrededor de 125 dólares entre inversión directa, asignaciones de ley y recursos del Banco de Desarrollo para que se desarrolle la industria de la cocada. “Felicito a Esmeraldas y el Chota por celebrar un año más del Black Friday, a todas esas madres que a diario paren futuros futbolistas de la patria, muchas felicidades”, afirmó Moreno en cadena nacional.",1
2018-11-19,Trujillo quiere aprovechar el “Black Friday” para comprar una nueva Fiscal,http://elmercioco.com/trujillo-quiere-aprovechar-el-black-friday-para-comprar-una-nueva-fiscal/,Diana Salazar podría se la nueva Fiscal General de la Nacion después de la renuncia de Pérez. El führer Julio Cesar trujillo dispuso este lunes que se analice las ofertas del Black Friday para adquirir una nueva fiscal para la nación. El documento señala que agradece al ex Fiscal Perez  por “los valiosos servicios prestados a favor de la República” y que inmediatamente se analice las ofertas del Black Friday y concretar la adquisición de un nuevo fiscal para el Ecuador en los plazos más cortos posibles.,1
2018-11-13,La ‘Chucula’ causa estupidez grave e irreversible afirma la OMS,http://elmercioco.com/comer-chucula-causa-estupidez-grave-e-irreversible-afirma-la-oms/,"EM. Noticias.– Comer la llamada chucula puede causar estupidez severa, según acaba de concluir la Agencia Internacional de Investigación sobre estupidez (IARE), un organismo dependiente de la Organización Mundial de la Salud (OMS). Concretamente, advierten, cada 50 centimetro cúbicos de chucula aumentan un 18% de estupidez en el cerebro de un humano. Aunque a nivel individual estas cifras no son muy elevadas, este organismo subraya que “la chucula amazónica que se consume en el Ecuador eleva exponencialmente el grado de estupidez de los políticos”, ha explicado el doctor Kurt Straif, director del IARE.",1
2018-11-12,Don Alfonso: “Es difícil saber que Stan Lee murió tan joven”,http://elmercioco.com/don-alfonso-es-dificil-saber-que-stan-lee-murio-tan-joven/,"El célebre creador de personajes del mundo del cómic, Stan Lee, murió este 12 de noviembre del 2018 a los 95 años. Así lo reportan medios internacionales.  La noticia del deceso de Lee fue confirmada por su hija al portal de noticias especializado en el mundo del espectáculo, TMZ. Según el medio, “una ambulancia llegó a la casa de Lee ubicada en Hollywood Hills la mañana de este lunes 12 de noviembre”.",1
2018-11-12,"Muere Stan Lee, el creador de la Hulk Carrión",http://elmercioco.com/muere-stan-lee-el-creador-de-la-hulk/,"El creador de varios personajes de Marvel, Stan Lee, murió a los 95 años, la noticia la dio a conocer la asambleísta Maria Jose Carrión, personaje creado por Lee en los años 50. “Mi padre amar a todos sus fanáticos.. hombre grande ser  smashhhh SMASHHHHH AHHHHHHRRRRR!!!”., afirmó la asambleísta.",1
2018-11-12,CHAT: La venezolana odia a los ecuatorianos por culpa de este joven afro descendiente,http://elmercioco.com/chat-la-venezolana-odia-a-los-ecuatorianos-por-culpa-de-este-negro/,"Hace pocos días, un polémico video considerado como xenófobo fue publicado en las redes sociales por una mujer de origen venezolano. En el video la mujer afirma que los ecuatorianos “no cogen rico, ni bailan rico, ni usan perfume como los hombres venezolanos”. Muchas críticas se dieron en las redes sociales contra la mujer llamada Nohemí Catari lo cual obligó a la mujer venezolana a cerrar su cuenta de Facebook por los insultos que recibió.",1
2018-11-12,Venezolana se da cuenta que el ecuatoriano baila y huele rico cuando le dan un billete de $20 usd,http://elmercioco.com/venezolana-se-da-cuenta-que-el-ecuatoriano-coge-baila-y-huele-rico/,"En el video viral donde aparecen un par de venezolanas afirmando que los ecuatorianos no bailan rico ni usan perfume, desató un gran debate en las redes sociales.  Todo en razón de la polémica que se dio hace algunos días en la cual una venezolana habría insultado a los ecuatorianos con las declaraciones xenofóbicas. Ante este evento, Segundo Pilatasig, cliente habitual de estas damas de nacionalidad venezolana afirmó",1
2018-11-11,Joven chonguero hizo pedir perdón a venezolana que insultó a los ecuatorianos,http://elmercioco.com/joven-chonguero-hizo-pedir-perdon-a-venezolana-que-insulto-a-los-ecuatorianos/,"Un joven chonguero se ha convertido en héroe nacional por recuperar el orgullo ecuatoriano ante las nuevas declaraciones de las mujeres venezolanas en las redes sociales. Luis Guamán, quién no usa perfume y tampoco baila rico, fue este fin de semana a pegarse un palo al Café Rojo en la capital ecuatoriana. En dicho centro de diversión nocturno para caballeros, el joven ecuatoriano reconoció a la mujer venezolana que dijo en un video que los hombres venezolanos cogen rico, bailan rico y se ponen perfume y los ecuatorianos no.",1
2018-11-11,Venezolana fue a trabajar al ‘Doll House’ se da cuenta que los ecuatorianos si se ponen perfume,http://elmercioco.com/venezolana-fue-a-trabajar-en-el-doll-house-y-se-da-cuenta-que-los-ecuatorianos-si-se-ponen-perfume/,"Un nuevo polémico video de una inmigrante venezolana en Ecuador que afirmó que los venezolanos cogen rico, se ponen perfume lo cual según las venezolanas los ecuatorianos no lo hacen. ¡El hombre venezolano coge rico, baila rico, es bonito y usa perfume… el ecuatoriano no!…”, afirmó la venezolana en su video.",1
2018-11-11,Zoquete que “votó 7 veces SI” no sabe de donde sacar para la matrícula de la Universidad,http://elmercioco.com/zoquete-que-voto-7-veces-si-no-sabe-de-donde-sacar-para-la-matricula-de-la-universidad/,"El presidente Lenin Moreno redujo el rubro destinado a las universidades en la Pro forma del Presupuesto General del Estado 2019. El monto pasó de USD 1 443,04 millones, en septiembre del 2018, a USD 1 297,91 para el próximo año. Es decir los jóvenes universitarios tendrán que pagar una matrícula y probablemente una pensión según los expertos. Franckling Brayan Cunalata, estudiante de ingeniería de una universidad, votó 7 veces SI en la consulta popular y ahora afirma sentirse traicionado por Moreno.",1
2018-11-08,Jueza Camacho sentencia a Correa a arder 1000 años en el infierno,http://elmercioco.com/jueza-camacho-sentencia-a-correa-a-arder-1000-anos-en-el-infierno/,"La jueza Daniella Camacho, de la Corte Nacional de Justicia, tomó su decisión luego de 4 minutos de analizar el caso. Ayer llamó sentenció al expresidente Rafael Correa por el secuestro de Fernando Balda a arder 1000 años en el infierno, la decisión incluye a Pablo Romero, exsecretario de Inteligencia. Por otra parte los agentes de la Policía detenidos, Raúl Chicaiza y Diana Falcón solo irán al purgatorio.",1
2018-11-05,Lenin:”Doy 10 días para que la gallina que puso ese huevo se entregue a la justicia”,http://elmercioco.com/lenindoy-10-dias-para-que-la-gallina-que-puso-ese-huevo-se-entregue-a-la-justicia/,"El presidente Lenín Moreno volvió a fijar plazos con relación a la hueviza que recibió el día sábado en Cuenca. Se refirió a la gallina responsable de poner el huevo que le llegó a su rostro. Moreno le dio 10 días a la gallina para que se entregue. Y también ese plazo rige para sus ministros, para que lo capturen. “Uno va rodando tranquilo por la vereda y paf, un huevazo en la cara, yo soy el presidente y me tienen que respetar, por eso a la gallina que puso es huevo le doy 10 días, 10 días para que se entregue, ¡10 días!”, afirmó el presidente Moreno.",1
2018-11-04,Michelena prohibe la salida del país de todas las gallinas ‘ponedoras’ especialmente las cuencanas,http://elmercioco.com/michelena-prohibe-la-salida-del-pais-de-todas-las-gallinas-ponedoras-especialmente-las-cuencanas/,"Andrés Michelena, titular de la Secretaría Nacional de Comunicación (Secom), informó el día de ayer que el Gobierno ha exhortado a las autoridades de la administración de Justicia para que emitan la prohibición de salida del país a todas las gallinas ponedoras, especialmente a las cuencanas. Las declaraciones se dieron en una rueda de prensa que ofreció junto a Paúl Granda, secretario nacional de Gestión de la Política, y María Paula Romo, ministra del Interior.",1
2018-11-04,Doña Rocío: “Busco al hombre que le metió el huevazo a mi marido… es para un deber”,http://elmercioco.com/dona-rocio-busco-al-hombre-que-le-metio-el-huevazo-a-mi-marido-es-para-un-deber/,"A pocos minutos de que Lenin Moreno reciba una hueviza en la cara, el presidente de la República se realizó un examen médico para ver la gravedad de los hematomas que tiene en su rostro. Los primeros resutados de los análisis efectuados por los peritos afirman que el responsable del huevazo es un hombre super dotado.",1
2018-11-04,La hueviza que recibió Moreno dejó fuertes hematomas en su rostro,http://elmercioco.com/la-hueviza-que-recibio-moreno-causaron-hematomas-en-su-rostro/,"Tres jóvenes (dos hombres y una mujer) fueron acusados supuestamente de meterle una super hueviza al presidente de la República, Lenín Moreno. Los agentes de la Policía Nacional fueron testigos de un latigazo que recibió el presidente de la República con un miembro viril de alto calibre pero no pudieron identificar al responsable.",1
2018-11-02,Michelena se olvidó de borrar su cuenta de Tinder… y esto se descontroló,http://elmercioco.com/michelena-se-olvido-de-borrar-su-cuenta-de-tinder-y-esto-se-descontrolo/,¡NOTICIA REAL! El secretario de Comunicación Andrés Michelena ha sufrido mucho bulling en internet por varias fotos que puso en las redes sociales. Hace años Michelena fue ridiculizado por esta foto que sus amigos colgaron en internet.,1
2018-10-31,Michelena denuncia a Michelena por derechos de autor,http://elmercioco.com/michelena-denuncia-a-michelena-por-derechos-de-autor/,"El humorista quiteño Carlos Michelena puso una denuncia contra el secretario de Comunicación Andrés Michelena por derechos de autor. Según el humorista, el Secretario de Comunicación le robó su apellido y sus payasadas de política, por lo que solicita una compensación de 2 millones de dólares. “¡Quesfs! este arrivista vienen con mi apellido, suelta a diario payasadas políticas y hace reír a la gente más que uno que lleva 20 años camellando duro en El Egido, yo me gané mi nombre con camello, por eso el único payaso de la política soy yo”, afirmó Carlos Michelena.",1
2018-10-31,Moreno: “Ampliaremos y repavimentaremos la carretera Quito – Galapágos”,http://elmercioco.com/moreno-he-ordenado-repavimentar-la-carretera-quito-galapagos/,"En una reunión con integrantes de organizaciones sociales, la mañana de este miércoles, el presidente Lenín Moreno anunció que la carretera que conecta Quito con Galápagos,  será ampliada y repavimentada. El Jefe de Estado consideró que San Cristobal e Isabela  no tienen buenas vías de acceso, informó la Secretaría de Comunicación (Secom) en un comunicado.",1
2018-10-31,Manaba entra con machete al banco del Pichincha para que le devuelvan el dinero que le robaron,http://elmercioco.com/manaba-entra-con-machete-al-banco-del-pichincha-para-que-le-devuelvan-el-dinero-que-le-robaron/,La gente ya está cansada que los banqueros les roben lo poco que tienen. Este hombre en su desesperación tuvo una reacción violenta. Entró con un machete al Banco del Pichincha para amenazar a los trabajadores. El hombre pide que le devuelvan el  dinero que le descontaron sin su permiso.,1
2018-10-29,Moreno: “Los vuelos comerciales no admiten cabezas de chancho”,http://elmercioco.com/morenolos-vuelos-comerciales-no-admiten-cabezas-de-chancho/,Quito. El presidente de la República Lenin Moreno defendió esta mañana a la vicepresidenta Maria Alejandra Vicuña de los ataques constantes que sufre en las redes sociales por no hacer nada. Vicuña es conocida como la vicepresidenta “campeona en rasquinball”. Esta mañana las redes sociales reaccionaron ante una fotografía de Vicuña y su macho en el Coliseo de Roma. Diario El Mercioco acusó a  Vicuña y a su macho castigador de usar el avión presidencial para sus viajes de placer.,1
2018-10-29,Novio de Vicuña afirma que viajar a Europa en el avión presidencial es muy incómodo,http://elmercioco.com/novio-de-vicuna-afirma-que-viajar-a-europa-en-el-avion-presidencial-es-muy-incomodo/,"Christian Llerena, el novio de la vicepresidenta Maria Alejandra Vicuña, se mostró molesto con el estado ecuatoriano por haber arruinado sus vacaciones en Europa. La queja de Llerena fue contra el avión presidencial. Según el novio de Vicuña el avión es muy incómodo para viajes largos. “Tengo derecho a quejarme, mis vacaciones se arruinaron por culpa de la incomodidad del avión presidencial, osea esa cama es super incómoda, se escucha el ruido de las turbinas y las turbulencias no dejan dormir”, afirmó Llerena.",1
2018-10-25,Esta mujer quiso sorprenderle a su marido pero ahora se está divorciando,http://elmercioco.com/esta-mujer-foto-pack-se-esta-divorciando/,"Jessica Macías, oriunda de Guaranda pero que vive en la capital, se encuentra en trámites de divorcio por una fotografía exclusiva que le envió a su esposo por WhatsApp. Jessica no revisó la fotografía antes de enviarla y un pequeño detalle, delató su infedilidad ante su esposo. Su esposo nos envió el chat para que lo publiquemos y todos sepan sobre esta dama y señora.",1
2018-10-25,Moreno: “Alvarado tiene 10 días para entregarse o le caigo a patadas”,http://elmercioco.com/moreno-alvarado-tiene-10-dias-para-entregarse-o-le-caigo-a-patadas/,"Con un irónico agradecimiento por el buen trato recibido en las últimas semanas, el exsecretario de Comunicación del Gobierno de Rafael Correa se despidió y notificó por WhatsApp al Ministerio de Justicia ecuatoriano que se había fugado del país y que estaba camino de un territorio amigo donde encontraría asilo. Este es el mensaje que Alvarado les dejó por WhatsApp.",1
2018-10-22,Moreno saca a Jorge Glas de la carcel 4 y lo libera en Posorja,http://elmercioco.com/moreno-traslada-a-glas-de-la-carcel-iv-y-lo-libera-en-posorja/,"El exvicepresidente Jorge Glas Espinel ingresó oficialmente esta noche a la ciudad de Posorja, a donde fue trasladado desde la Cárcel 4 de Quito por orden del presidente Lenin Moreno. Glas ingresó antes de las 22:00 de este domingo a Posorja, y su estado de salud es estable, se indicó a los medios. La Secretaría de Comunicación informó que tras la fuga del exsecretario de Comunicación Fernando Alvarado, se recibió un informe de inteligencia policial, y por razones de seguridad se procedió al traslado de Glas a Posorja.",1
2018-10-18,Miss España eligió al BSC como su equipo para jugar un partido de FIFA 19,http://elmercioco.com/miss-espana-eligio-al-bsc-como-su-equipo-para-jugar-un-partido-de-fifa-19/,"Ángela Ponce hizo historia al convertirse en la primera mujer transgénero que logró el título de Miss Universo España. La pasada semana, su nombre volvió a sonar debido a la polémica surgida después de que Miss Colombia, Valeria Morales, dijera que Miss Universo es “para mujeres que nacimos mujeres”. El día de hoy, Miss España fue invitada al programa de TV española “Las Mañanas”. Durante el programa, un joven presentador retó a Miss España a jugar un partido de FIFA 19 en la PS4. Sorpresivamente Miss España escogió como su equipo favorito al Barcelona de Guayaquil.",1
2018-10-17,Michelena: “Nos pondremos al día en los salarios cuando el Barshelona sea campeón de la libertadores”,http://elmercioco.com/michelena-nos-pondremos-al-dia-en-los-salarios-cuando-el-barshelona-sea-campeon-de-la-libertadores/,"El día de ayer las redes sociales estallaron por un video donde el titular de la Secom, Andrés Michelena, dio la respuesta más estúpida de toda su vida. Cuando un periodista le preguntó sobre la falta de pago de salarios a los empleados de los medios incautados a lo que Michelena contestó:",1
2018-10-15,Fidel Egas:” Cinco dolaritos no los hace ni mas pobres ni mas ricos”,http://elmercioco.com/fidel-egas-cinco-dolaritos-no-los-hace-ni-mas-pobres-ni-mas-ricos/,"Por su parte en un comunicado la Defensoría explicó que la Superintendencia de Bancos ha emitido dos circulares, que recalcan lo establecido en el Código Orgánico Monetario y Financiero sobre la prohibición expresa de que se realicen cargos por servicios financieros y no financieros que no hayan sido expresa y previamente aceptados por las/los clientes o usuaria/os financieros, estableciendo que de ocurrir este tipo de situaciones serán sancionadas conforme a la Ley. “La Ley Orgánica de Defensa del Consumidor establece el derecho a recibir información adecuada, veraz, clara, oportuna y completa sobre los bienes y servicios ofrecidos, señalando claramente los precios, características, calidad, condiciones de contratación, para ejercer su derecho a la libre elección; así como a recibir un trato transparente, equitativo y no discriminatorio o abusivo por parte de los proveedores de bienes o servicios”, indicó.",1
2018-10-14,Eduardo Jurado afirma que solo se va a Miami a un matrimonio de una sobrina,http://elmercioco.com/eduardo-jurado-afirma-que-solo-se-va-a-miami-a-un-matrimonio-de-una-sobrina/,"El secretario nacional de la presidencia de la República, Eduardo Jurado afirma que de ultima hora debe viajar a EE.UU a un matrimonio. Jurado ha sido acusado por los ecuatorianos por robarle a cada ecuatoriano 5 o 6 dólares de sus cuentas cada mes. El robo a los ecuatorianos ascendería a unos 250 millones de dólares. Jurado antes de ingresar a su avión privado anunció que se va a Miami solamente a un matrimonio, y que a su regreso dará la cara por las acusaciones de los ecuatorianos.",1
2018-10-14,Banco del Pichincha elige a Lenin Moreno como su “empleado del mes”,http://elmercioco.com/banco-del-pichincha-elige-a-lenin-moreno-como-su-empleado-del-mes/,"Las redes sociales han reaccionado en los últimos días a supuestos cobros no autorizados que realizan empresas terceras a través de algunos bancos del país. Esto, a raíz de una denuncia que hizo el periodista Mauricio Ayora, mejor conocido como ‘Caterva’ en TC Televisión. Consultado sobre este tema, Fidel Egas, dueño del Banco del Pichincha, comentó que no hay que hacer tanto drama por 5 o 6 dolaritos.",1
2018-10-13,La página de diario “El Mercioco” fue eliminada de Facebook,http://elmercioco.com/diario-el-mercioco-fue-eliminada-de-facebook/,Se respiran aires de libertad cuántica Nuestra página oficial de Diario “El Mercioco” fue eliminada de Facebook el día de ayer viernes 12 de octubre en la noche.,1
2018-10-11,Páez volvió a caer una vez más,http://elmercioco.com/paez-volvio-a-caer-una-vez-mas/,"La suspensión del presentador de noticias Mauricio Ayora, conocido conocido como ‘Caterva’ del canal TC Televisión, generó duros cuestionamientos en las redes sociales. Esto se generó luego de que él denunciara en un noticiero, el pasado 5 de octubre del 2018, supuestos abusos de entidades que, a través de algunos bancos, cobran por un servicio cuyo dueño de la cuenta nunca autoriza. En ese espacio mañanero hizo un llamado a la Asamblea Nacional y a la Fiscalía. Ante esto Andrés Páez posteó una fotografía de Johnny Sins mejor conocido como el “Pelado de Brazzers” en lugar de Mauricio Ayora. Páez borró su publicación horas después al recibir bulling de los internautas.",1
2018-10-11,Caterva ahora trabajará para diario “El Mercioco”,http://elmercioco.com/caterva-trabajara-para-diario-el-mercioco/,"La suspensión del presentador de noticias Mauricio Ayora, conocido conocido como ‘Caterva’ del canal TC Televisión, generó duros cuestionamientos en las redes sociales. Esto se generó luego de que él denunciara en un noticiero, el pasado 5 de octubre del 2018, supuestos abusos de entidades que, a través de algunos bancos, cobran por un servicio cuyo dueño de la cuenta nunca autoriza. En ese espacio mañanero hizo un llamado a la Asamblea Nacional y a la Fiscalía.",1
2018-10-11,Moreno presenta su tren playero que viajará a velocidad cuántica,http://elmercioco.com/moreno-presenta-su-tren-playero-que-viajara-a-velocidad-cuantica/,"La Sesión Solemne por los 198 años de Independencia de Guayaquil fue escenario de un anuncio que causó sorpresa. Tras saludar y escuchar al alcalde de la ciudad, Jaime Nebot, el presidente de Ecuador, Lenín Moreno, dio a conocer este martes 9 de octubre del 2018 que se construirán 400 kilómetros de línea férrea para un tren playero para turismo entre Daule y Manta.  “Hoy anuncio oficialmente el cumplimiento del gran sueño de la costa ecuatoriana: la construcción del tren playero con figura de gusanito. Vamos a ir desde Daule hasta montañita y solo costrará 25 centavitos… este tren lo he diseñado yo mismo con suficientes átomos para que viaje a una velocidad cuántica como lo hubiese querido mi estimado amigo estifen jokin”, afirmó el presidente Moreno.",1
2018-10-10,Moreno: “Con Nebot nos reunimos solo a ver una peli en Netflix”,http://elmercioco.com/moreno-con-nebot-nos-reunimos-solo-a-ver-una-peli-en-netflix/,"Después de que en las redes sociales se filtre un video donde el presidente Moreno se reune en privado con Jaime Nebot, las críticas contra el presidente “socialista” no han parado. Los ecuatorianos acusan a Moreno de mantener pactos y negociaciones con Nebot relacionado a la candidatura de Nebot a la presidencia de la República.",1
2018-10-09,Abdala no restablecerá la luz eléctrica hasta que los morosos paguen sus facturas,http://elmercioco.com/abdala-no-restablecera-la-luz-electrica-hasta-que-los-morosos-paguen-sus-facturas/,"Desde este 8 de octubre de 2018, a las 13:51, se produjo una desconexión de la central hidroeléctrica Coca Codo Sinclair, que en ese momento entregaba al sistema alrededor de 800 megavatios (MW). Eso generó cortes de luz en algunas zonas del país, informó la Corporación Eléctrica del Ecuador (Celec). Pero no se precisaron los sitios. El expresidente Abdala Bucaram junto con su hijo Dalo, en una rueda de prensa pidió a los ecuatorianos morosos, ponerse al día con sus deudas de las planillas eléctricas.",1
2018-10-09,Moreno: “Ordené apagar las hidroeléctricas porque jalarse el ganso a obscuras es algo mágico”,http://elmercioco.com/moreno-ordene-apagar-las-hidroelectricas-porque-jalarse-el-ganso-a-obscuras-es-algo-magico/,La Corporación Nacional de Electricidad informó  que el nuevo corte de energía que ocurrió a las 22:19 se debió a una orden directa desde la presidencia solicitando que se apague la Central Coca Codo Sinclair con el Sistema Nacional Interconectado. El presiente Moreno confirmó su orden esta mañana.,1
2018-10-09,Trujillo destituye a la jueza que falló a favor de Correa en Bélgica,http://elmercioco.com/trujillo-destituye-a-la-jueza-que-fallo-a-favor-de-correa-en-belgica/,"El pleno del Consejo de Participación Ciudadana y Control Social Transitorio (Cpccs) decidió este martes, 9 de octubre del 2018, por unanimidad, cesar de su cargo a la juez que falló a favor Rafael Correa en el litigio contra Ramiro Cueva. El presidente del Cpccs, Julio Cesar Trujillo, explicó que el Consejo Transitorio encontró presuntas irregularidades en algunos casos que manejó la jueza que falló a favor del expresidente Rafael Correa y afirmó que la sentencia contra Cueva debe ser nula después de la destitución.",1
2018-10-04,Mujer de Moreno se cabrea porque el Emir de Catar no le regaló joyas,http://elmercioco.com/mujer-de-moreno-se-cabrea-porque-el-emir-de-catar-no-le-regalo-joyas/,"La visita oficial del emir de Catar, Tamin Bin Hamad, y su comitiva a Ecuador despertó expectativas en distintos sectores del país, por el potencial de inversión que tiene ese pequeño pero millonario país árabe, que entre otras cosas, será el organizador del Mundial de fútbol de 2022. La esposa del presidente ecuatoriano Rocio Navas, se mostró molesta y con un gran resentimiento hacia el Emir de Catar porque no le regaló lujosas joyas como acostumbra en sus visitas.",1
2018-10-03,Paez fue visto incendiando el Panecillo en estado etílico según moradores,http://elmercioco.com/paez-fue-visto-incendiando-el-panecillo-en-estado-etilico-segun-moradores/,"Un conato de incendio forestal se reportó a las 12:40 de este martes 2 de octubre del 2018 en las faldas surorientales de la loma del Panecillo, ubicada en el Centro Histórico de Quito. El Cuerpo de Bomberos (CBQ) atendió la emergencia con 15 efectivos, 2 camionetas y un tanquero. La emergencia causó pánico entre los moradores de la calle empedrada Melchor de Aymerich, la cual conduce al monumento de la Virgen, quienes observaban asustados cómo las llamas alcanzaban hasta cinco metros de altura y consumían árboles, matorrales, hierba y basura. Además, una espesa capa de humo invadió al Centro Histórico y podía ser divisada desde el norte de la ciudad.",1
