,fecha,titulo,descripcion,is_fake,descripcion_stem
1199,2016-12-11,Yachay investiga por qué el caldo de aves ancianas tiene buen sabor,"Después de causar revuelo con sus 4 rábanos y su par de lechugas, la ciudad del conocimiento Yachay ha decidido investigar más temas centrados en la cultura campesina, es decir la agricultura y en este caso la apicultura. La duda que se plantean en esta ocasión es ¿Por qué la gallina vieja da buen caldo?. La hipótesis ha sido planteada como “Investigación sobre por qué el caldo de aves ancianas superiores a los 7 años tiene un buen sabor al igual que una calidad superior”.",1,despu s caus revuel r ban par lechug ciud conoc yachay decid investig m s tem centr cultur campesin dec agricultur cas apicultur dud plant ocasi n qu gallin viej da buen cald hip tesis sid plant investigaci n qu cald aves ancian superior buen sabor igual calid superior
1200,2016-12-11,Científicos de ONU descubren que Ecuador no tiene talento,"El investigador en jefe declaró “Siempre suele ser le jurado el que más talento tiene de un país, pero en el jurado ecuatoriano hay un par de tecnocumbiera, un actor patán y gende de sexo dudoso, si esa es la base del talento ecuatoriano podemos decir que ECUADOR NO TIENE TALENTO”. La investigación fue imparcial, ninguno de los científicos sabia de que país era cada jurado ni los participates, porque se realizó el análisis en una versión del programa silenciada.",1,investig jef decl siempr suel ser jur m s talent pa s jur ecuatorian par tecnocumb actor pat n gend sex dudos si bas talent ecuatorian pod dec ecuador talent investigaci n imparcial ningun cient fic sabi pa s cad jur participat realiz an lisis versi n program silenci
1201,2016-12-09,Autoridades de Lamia contratarán a Yachay para sus diseñar y construir nuevos modelos de avión.,"Los altos mandos de Lamia han contratado al cuerpo de ingenieros de la ciudad del conocimiento Yachay, ya que destacan como la élite de industria y ciencia a nivel internacional. Los cientificos de la ciudad del conocimiento han aceptado la oferta, ya que trabajar con tan famosa aerolinea les dará aún más prestigio que trabajar para Malasia o Iberia.",1,altos mand lami contrat cuerp ingenier ciud conoc yachay destac lit industri cienci nivel internacional cientif ciud conoc acept ofert trabaj tan famos aeroline dar n m s prestigi trabaj malasi iberi
1202,2016-12-08,Fiscalía descubre que Flor María Palomeque y ‘la mofle’ podrían ser la misma persona,"La Fiscalía General del Estado, en un comunicado manifestó que está abierta una instrucción fiscal en torno a las declaraciones de la mujer conocida como “La Mofle” por desinformar al país sobre la ley de plusvalía. En el caso están siendo investigado la identidad de “La Mofle”, donde el fiscal afirma tener indicios.",1,fiscal general comunic manifest est abiert instrucci n fiscal torn declar muj conoc mofl desinform pa s ley plusval cas est n siend investig ident mofl fiscal afirm ten indici
1203,2016-12-08,Alcalde de Loja no asistió a su juicio porque estaba cerrando un negocio de exportación de perros con China,"El burgomaestre lojano ha cometido un delito al faltar a su juicio, el alcalde ha sido citado por segunda vez con una amenaza de que si no asiste se le podría hasta quitar la teta del municipio lojano. El alcalde ha justificado su ausensia en el juzgado diciendo que estaba resolviendo negocios internacionales que incluso mejorarán la calidad de vida de sus cultos y amables habitantes.",1,burgomaestr lojan comet delit falt juici alcald sid cit segund vez amenaz si asist podr quit tet municipi lojan alcald justific ausensi juzg dic resolv negoci internacional inclus mejor n calid vid cult amabl habit
1204,2016-12-07,Angello Barahona putea a diario “El Mercioco” como hombre,"El conductor de televisión basura, Angello Barahona, lanzó un insulto a diario El Mercioco esta mañana. Tanto fue el dolor de Barahona por la publicación de Diario El Mercioco que decidió dejar su homosexualidad a un lado e insultar como todo un varón guayaquileño.",1,conductor televisi n basur angell barahon lanz insult diari mercioc ma ana dolor barahon publicaci n diari mercioc decidi dej homosexual lad insult var n guayaquil
1205,2016-12-07,El Vaticano prohíbe al Tio Mercioco dar bendiciones porque no es un santo.,"Una notificacion llegó por correo a los corresponsales del Mercioco, desde el Vaticano nos han pedido expresamente dejar de bendecír a todos nuestros seguidores ya que no pagamos el impuesto necesario para hacerlo (35% de nuestro sueldo) y tampoco contamos con beatificación ni canonización. Nosotros enviamos nuestra respuesta el mismo día, adjunto les dejamos nuestra carta:",1,notificacion lleg corre corresponsal mercioc vatican ped expres dej bendec r seguidor pag impuest necesari hac sueld tampoc cont beatificaci n canonizaci n envi respuest mism d adjunt dej cart
1206,2016-12-07,BSC viajará en aviones de LAMIA para ver si puede ganar algún título internacional,"Después de que la CONMEBOL  decidiera declarar al equipo brasileño Chapecoense, cuyo avión se estrelló el pasado martes y dejó 71 fallecidos, campeón de la Copa Sudamericana de fútbol, el BSC ha decidido viajar en esa flota de aviones. La Conmebol dijo en un comunicado que Chapecoense será reconocido como campeón con las todas prerrogativas deportivas y económicas que ello conlleva.",1,despu s conmebol decid declar equip brasil chapecoens cuy avi n estrell pas mart dej fallec camp n cop sudamerican f tbol bsc decid viaj flot avion conmebol dij comunic chapecoens ser reconoc camp n tod prerrog deport econ mic ello conllev
1207,2016-12-07,Joven canta “Yo soy el chullita quiteño” pero no sabe que es “La Guaragua”,"Las fiestas de Quito se vivieron de varias maneras. Aparte de los eventos gratuitos programados en los espacios públicos, los capitalinos tienen la alternativa de celebrar a la capital a bordo de chivas, buses discotecas donde varios jóvenes pretendían hacerse pasar por quiteños. Este es el caso de Jose Luis Cobo, un joven oriundo de Ambato que emigró a la capital a sus 6 años de edad, vive en el Valle de los Chillos y afirma ser quiteño.",1,fiest quit viv vari maner apart event gratuit program espaci p blic capitalin altern celebr capital bord chiv bus discotec vari j ven pretend an hac pas quit cas jos luis cob jov oriund ambat emigr capital edad viv vall chill afirm ser quit
1208,2016-12-06,Trabajadores del Banco de Guayaquil piden a los ecuatorianos “no votar por Lasso”,"Trabajadores de varias oficinas bancarias del Banco de Guayquil, propiedad del candidato presidencial Guillermo Lasso, iniciaron una campaña anónima para pedir a los ecuatorianos que no voten por su jefe en las elecciones presidenciales. A falta de mejoras salariales durante años en el Banco de Guayaquil, los trabajadores solicitan a los ciudadanos del Ecuador, “NO VOTAR POR EL BANQUERO” porque sus salarios se verán reducidos.",1,trabaj vari oficin bancari banc guayquil propied candidat presidencial guillerm lass inici camp an nim ped ecuatorian vot jef eleccion presidencial falt mejor salarial banc guayaquil trabaj solicit ciudadan ecuador vot banquer salari ver n reduc
1209,2016-12-05,Hincha del Barcelona no realiza ningún robo después de ganar el campeonato y es separado de la sur oscura,"Los coordinadores calificaron el comportamiento del ex-hincha como “Inaceptable” ya que un verdadero hincha roba almenos 5 pares de zapatos antes de que vengan los chapas. “Este man no es Barcelonista, dice que; Ay, no voy a robarsh, ay no voy a quemars, ay no voy a decir groseriash, a este man lo que le falta es barrio, por eso lo expulsamos de la Sur Oscura y le dimos 5 puñaladas antes de que caiga al piso, como los de la Liga mismo” declaró Hector Benitez, lider de la barra brava del equipo del astillero.",1,coordin calific comport ex hinch inacept verdader hinch rob almen par zapat veng chap man barcelon dic ay voy robarsh ay voy quemars ay voy dec groseriash man falt barri expuls sur oscur dim pu alad caig pis lig mism decl hector benitez lid barr brav equip astiller
1210,2016-12-04,Mushuc Runa será el chambelán de las Quinceañeras,Los guasmos serán la sede de el caos que ocasionará toda la celebración de la copa nacional número 15 de Barcelona Sporting Club. Agradeciendo que esto sea posible autoridades del Barcelona han pedido al Mushuc Runa que lo acompañen como chambelán de su fiesta de los 15.,1,guasm ser n sed caos ocasion tod celebraci n cop nacional n mer barcelon sporting club agradec posibl autor barcelon ped mushuc run acomp chambel n fiest
1211,2016-12-04,Científicos descubren que el Teletón es 10 veces más danino que Combate,"Aproximadamente 10 veces más aburrido y con un porcentaje trementamente inferior de calidad es como se compara al Teletón de Guayaquíl con el programa Combate, por un científico que dice que es incluso danino para la salúd y puede crear niveles leves de autismo en aquellos que sintonizan esa programación por más de unos 30 minutos. Lamentablemente lo comprobamos y ahora mismo nuestro redactor está en estado de trance y no podemos continuar con la nota.",1,aproxim vec m s aburr porcentaj trement inferior calid comp telet n guayaqu l program combat cient fic dic inclus danin sal d pued cre nivel lev autism aquell sintoniz programaci n m s minut lament comprob ahor mism redactor est tranc pod continu not
1212,2016-12-04,Asistente a las fiestas de Quito fue linchado por ser del Valle,"Leopoldo Gonzaga, un asistente a las fiestas de Quito, residente del valle de los Chillos fue trasladado al hospital metropolitano a altas horas de la noche en medio de festejos de la capital. La razón fue que un grupo de “chullitas” descubrieron que vivía en el Valle y por ende no tenía derecho a celebrar estas fiestas tan tradicionales. Lo agredieron en el instante y le hicieron la caminata de la verguenza desde la ronda hasta el triángulo del valle. El aflijido se sintió abandonado cuando sus amigos de Tumbaco y Carapungo salieron corriendo al ver lo que le hacían.",1,leopold gonzag asistent fiest quit resident vall chill traslad hospital metropolitan altas hor noch medi festej capital raz n grup chullit descubr viv vall ende ten derech celebr fiest tan tradicional agred instant hic caminat verguenz rond tri ngul vall aflij sinti abandon amig tumbac carapung sal corr ver hac an
1213,2016-12-04,Bangera se ofreció como jugador del Chapecoense ya que tiene experiencia haciendose el muerto.,"Alrededor de 38 personas le sacaron la pucta a Banguera cuando se presentó a ofrecerse como jugador del Chapecoense con la frase “Se que seré apto para el equipo, tengo experiencia haciendome el muerto”. Al llegar al hospital lo trataron igual de mal y el jugador no tuvo otra opción que regresar al país a ser tratado en una clinica ecuatoriana. Sus familiares lo acogieron y sus amigos le habían mencionado que lo que hizo fue una ofensa a lo que el no supo hacer mejor cosa que “caerse muerto de la vergüenza”.",1,alrededor person sac puct banguer present ofrec jugador chapecoens fras ser apto equip experient hac muert lleg hospital trat igual mal jugador opci n regres pa s ser trat clinic ecuatorian familiar acog amig hab an mencion hiz ofens sup hac mejor cos caers muert verg enza
1214,2016-12-04,Ministerio coordinador de seguridad avisa a la ciudadania que para evitar robos deben llevar una camiseta del Barcelona,"El ministerio encargado de organizar al Ecuador en crisis a nivel nacional ha tomado la responsabilidad de la delincuencia en el país, ya que se ha vuelto a mayor escala segun creen, como los barcelonistas están contentos por la próxima copa nacional se encuentran más peligrosos que nunca, subiendo asi la delincuencia del país a el triple de lo común, específicamente en la costa ecuatoriana, para ello nos dan una recomendación muy efectiva. “Utilizar una camiseta del barcelona en barrios peligrosos o por calles con gamines y ñengosos nos asegurará que no nos hagan daño hasta cierto punto, porque barrio no mata barrio” aseguró el ministro de reemplazo que se encuentra en el cargo.",1,ministeri encarg organiz ecuador crisis nivel nacional tom respons delincuent pa s vuelt mayor escal segun cre barcelon est n content pr xim cop nacional encuentr m s peligr nunc sub asi delincuent pa s tripl com n espec fic cost ecuatorian ello dan recomendaci n efect utiliz camiset barcelon barri peligr call gamin engos asegur hag da ciert punt barri mat barri asegur ministr reemplaz encuentr carg
1215,2016-12-03,Rodas implementará sistema de evacuación de vómitos por las fiestas de Quito,"Las conocidas borracheras mortales de las fiestas de Quito han traído muchos problemas a vários sectores intra-trurísticos de Quito, como es “La Mariscal” “La Ronda” diferentes universidades y bares tradicionales de la ciudad. Entre los mayores incovenientes esta la acumulación de materia sin digerir con alto contenido alcoholico o tambien llamado vómito de borracho. “Las calles amanecen con olor a canelazo vomitado y eso no permite el tránsito de las trabajadoras sexuales, que poco respeto a la ciudad” declara una dueña de un negocio popular de la ciudad.",1,conoc borracher mortal fiest quit tra do problem v rios sector intra trur stic quit mariscal rond diferent univers bar tradicional ciud mayor incovenient acumulaci n materi diger alto conten alcohol tambi llam v mit borrach call amanec olor canelaz vomit permit tr nsit trabaj sexual respet ciud decl due negoci popul ciud
1216,2016-12-02,Jueza Collantes:”Perdono a todo el país menos a diario El Mercioco”,"La exjueza Lorena Collantes, a quien la Fiscalía abrió una instrucción fiscal por el delito de ataque y resistencia, perdonó este jueves 1 de diciembre del 2016 “al país”, por burlarse de ella en los incidentes que protagonizó el pasado 17 de noviembre, pero afirmó que no perdonará a Diario EL MERCIOCO. “Pido disculpas al país por mis acciones, y de mi parte perdono al país por burlarse de mi en las redes sociales, pero nunca perdonaré a Diario El Mercioco por el bulling extremo contra mi persona, me trataron peor que a la Pame”, afirmó.",1,exjuez loren collant fiscal abri instrucci n fiscal delit ataqu resistent perdon juev diciembr pa s burl incident protagoniz pas noviembr afirm perdon diari mercioc pid disculp pa s accion part perdon pa s burl red social nunc perdon diari mercioc bulling extrem person trat peor pam afirm
1217,2016-11-29,Manabitas asistirán en masa a las fiestas de “Imbaburra” por razones desconocidas.,"Almenos 3000 manabítas ya han comprado boletos para viajar a la sierra ecuatoriana, específicamente a “Imbaburra” como ellos la llaman. “No somos cojudos, sabemos que si se llama Imbaburra a de ser por algo, yo estudié Serrano y Kichwa hasta nivel B2 y se que Imbabura se pronuncia Imbaburra y significa tierra de burras” declaró un filiólogo oriundo de Manabi. Los turistas costeños en su totalidad son hombres, sin límite de edad, acuden pubertos, casados y septagenarios por igual, para cumplir su tradiciónal “Coge a la burra que se escapa, cógela”",1,almen manab tas compr bolet viaj sierr ecuatorian espec fic imbaburr llam cojud sab si llam imbaburr ser estudi serran kichw nivel b imbabur pronunci imbaburr signif tierr burr decl fili log oriund manabi turist cost total hombr l mit edad acud pubert cas septagenari igual cumpl tradici nal cog burr escap c gel
1218,2016-11-29,Científicos de Yachay descubren que el 98% de las cenizas de Castro son cenizas de habano.,"Miles de cubanos desfilaban en silencio este lunes por la Plaza de la Revolución, la tribuna que más amó el dictador Fidel Castro, para rendir homenaje al histórico líder de la isla, cuyas cenizas no han sido exhibidas. La razón es que estas cenizas estaban siendo analizadas en las instalaciones de la ciudad del conocimiento Yachay, donde vários geólogos y cenizólogos se reunieron a examinár los restos fúnebres del lider cubano.",1,mil cuban desfil silenci lun plaz revoluci n tribun m s am dictador fidel castr rend homenaj hist ric l der isla cuy ceniz sid exhib raz n ceniz siend analiz instal ciud conoc yachay v rios ge log ceniz log reun examin r rest f nebr lid cuban
1219,2016-11-29,Detienen a la Jueza Collantes al descubrír que llamó a Fidel 30 minutos antes de su muerte.,"Tres días a tardado la planificación del operativo “Cara de veerrrrrga” que se realizó entre la inteligencia policial cubana y ecuatoriana. El operativo constaba en la aprehension de la famosa “Lady Jueza” quien había amenazado previamente a algunos servidores públicos que la habían movilizado por problemas legales. El fundamento para el operativo fueron las fuertes pruebas que se encontraron contra la Jueza, várias llamadas hacia el comandante cubano fueron descubiertas su celular, coincidiendo con el celular del mandatario quien 30 minutos después de responder una llamada de la mujer se hallaba ya sin vida.",1,tres d as tard planificaci n oper car veerrrrrg realiz inteligent policial cuban ecuatorian oper const aprehension famos lady juez hab amenaz previ servidor p blic hab an moviliz problem legal fundament oper fuert prueb encontr juez v rias llam haci comand cuban descubiert celul coincid celul mandatari minut despu s respond llam muj hall vid
1220,2016-11-26,Maduro afirma que Fidel se le apareció en forma de “Güarro”,"El presidente venezolano Nicolás Maduro, dijo en su monólogo semanal que sintió que el fallecido dictador comunista Fidel Castro se le apareció en forma de «guarro o cuervo» y lo bendijo. «Lo sentí ahí a Fidel, en forma de güarro o cuervo no se bien, pero así lo sentí yo desde mi alma, yo supe que era él cuando me picó los ojos por tercera vez», relató Maduro.",1,president venezolan nicol s madur dij mon log semanal sinti fallec dictador comun fidel castr apareci form guarr cuerv bendij sent ah fidel form g arro cuerv bien as sent alma sup l pic ojos tercer vez relat madur
1221,2016-11-26,El barrio la Florida de Quito esta de luto por la muerte de Fidel y exige al municipio un monumento,"A demás exigen que se consuman el doble de pizzas en los siguientes tres días. La muerte del Comandante Fidel Castro ha movilizado y conmovido a las dos comunidades más grandes y representativas del pueblo cubano, es decir, Cuba y el barrio la Florida de Quito. Un habitante de este barrio dijo “ndoweiudg9q8798q  huihi sudhfa87s6d0a9’da shdiaushdauhd9769187938 hiaugfbsudyf 98q709eu uiahkhas idha08ym,nzun, Chico” lo que se puede interpretar como un pedido especial al municipio de realizar un monumento del Generál en este barrio del norte de Quito.",1,dem s exig consum dobl pizz siguient tres d as muert comand fidel castr moviliz conmov dos comun m s grand represent puebl cuban dec cub barri flor quit habit barri dij ndoweiudg q q huihi sudhf s d da shdiaushdauhd hiaugfbsudyf q eu uiahkh idha ym nzun chic pued interpret ped especial municipi realiz monument gen l barri nort quit
1222,2016-11-24,Lasso ofrece un millón de empleos para ecuatorianos en España,"En Durán, cantón de Guayaquil, el presidenciable de Creo Guillermo Lasso presentó su plan para crear un millón de empleos durante los cuatro años que duraría su Gobierno, si gana las elecciones generales del 2017. Lasso ofreció trabajo fijo con salario digno para ecuatorianos en España. El líder de Creo aseguró que él conoce del tema laboral en España porque trabaja desde los 15 años.",1,dur n cant n guayaquil presidenci cre guillerm lass present plan cre mill n emple cuatr dur gobiern si gan eleccion general lass ofreci trabaj fij salari dign ecuatorian espa l der cre asegur l conoc tem laboral espa trabaj
1223,2016-11-23,Chef ecuatoriano probó el poder de la jueza borracha “Sabe a caldo de marisco” declara,Un chef oriundo de Quito y estudiado en japón como Master Chef ha sido convocado por la Policía Nacional del Ecuador para que pruebe el poder de la Jueza Borracha y lo califique si es peligroso o no. El chef ha viajado por medio mundo y no ha dudado en regresar a su tiera para ayudar a la policía. Una sesión de 30 minutos se llevo entre la ex-jueza y el artista de la cocina. Al final una entrevista de la policía hacia el chef fue lo único que pudimos conseguir:,1,chef oriund quit estudi jap n mast chef sid convoc polic nacional ecuador prueb pod juez borrach califiqu si peligr chef viaj medi mund dud regres tier ayud polic sesi n minut llev ex juez artist cocin final entrev polic haci chef nic pud consegu
1224,2016-11-23,Policía amenazado por la Jueza Borracha afirma no tener “Cara de veeerrrga”,"Después de algunos días ya de los sucesos ocurridos entre la Jueza Borracha y la policía nacional, declaraciones nuevas sobre el policía amenazado han salido a la lúz. Entre ellas el hecho de que el policía se vio traumado por vários minutos, 3o para ser específicos, ya que la amenaza no lo dejaba mozear en paz. Pero tambien declaró que ahora todos sus compañeros le hacen bullyng y que el pueblo ya no lo respeta, especificamente dijo: “Yo no soy cara de verga, si, bueno, nací con este rostro, pero preferiría que me llamasen ´Rostro de Glande´ ahora ya pienso renunciar a la policía nacional y conseguir trabajo en algún otro ámbito laboral donde no se requiera nada de estudio, tal vez la industria pornográfica”",1,despu s d as suces ocurr juez borrach polic nacional declar nuev polic amenaz sal l z hech polic vio traum v rios minut ser espec fic amenaz dej moz paz tambi decl ahor comp eros hac bullyng puebl respet especif dij car verg si buen nac rostr prefer llam rostr gland ahor piens renunci polic nacional consegu trabaj alg n mbit laboral requ estudi tal vez industri pornogr fic
1225,2016-11-23,Lasso promete devolver los millones del feriado si gana la presidencia.,"El presidenciable de Creo Guillermo Lasso presentó su plan para crear un billón de dólares durante los cuatro años que duraría su Gobierno, si gana las elecciones generales del 2017. La mañana de este martes 22 de noviembre del 2016 ofreció devolver lo que se perdió en el feriado –principalmente- para inmigrantes y adultos de más de 50 años, madres solteras y personas con discapacidad que tuvieron que sufir un golpe tan dificil. El líder de Creo aseguró que él conoce del tema porque trabajaba desde los 15 años lavandole el carro al papi por 1 000 sucres y después del feriado solo era por 100 dólares.",1,presidenci cre guillerm lass present plan cre bill n d lar cuatr dur gobiern si gan eleccion general ma ana mart noviembr ofreci devolv perdi feri principal inmigr adult m s madr solter person discapac suf golp tan dificil l der cre asegur l conoc tem trabaj lav carr papi sucr despu s feri sol d lar
1226,2016-11-22,La jueza borracha lanza su candidatura a asambleísta por el Partido Social Cristiano,"A través de su cuenta de Twitter, el alcalde de Guayaquil y líder socialcristiano Jaime Nebot informó que el partido acaba de postular a la exjueza  Lorena Collantes como canditada a asambleísta. “Si, esta señorita era de los verdes, pero me sorprendió su facilidad de palabra para putear a las personas,… esa frase ‘quieres sentir mi poder, cara de verga’, me recuerda a mi tan querido ‘ven para mearte’, por eso he decidido reclutarla en el partido social cristiano”, afirmó Nebot.",1,trav s cuent twitt alcald guayaquil l der socialcristian jaim nebot inform part acab postul exjuez loren collant candit asambl sta si orit verd sorprendi facil palabr put person fras quier sent pod car verg recuerd tan quer ven meart decid reclut part social cristian afirm nebot
1227,2016-11-22,Científicos de Yachay construirán Gafas de Sayayin para medir el poder de juezas ebrias,"Un grupo de estudiantes de primer año de la Universidad Yachay en Ecuador inspirados en los servidores del señor Freezer, han desarrollado un dispositivo que mide el poder de las juezas en estado etílico. Mediante la combinación de dos elementos, la confianza desprendida por la persona y el nivel de alcohol en la sangre, este proceso es posible.",1,grup estudi prim univers yachay ecuador inspir servidor or freez desarroll disposit mid pod juez et lic mediant combinaci n dos element confianz desprend person nivel alcohol sangr proces posibl
1228,2016-11-21,Alcalde de Loja penalizará el envenenamiento de perros “La carne se pone muy dura” explica.,"Después de várias peticiones departe del pueblo ecuatorianao hacia el cabildo lojano, el burgomaeste de Loja ha prometido tomar medidas ante la situación de los envenenamientos masivos caninos. En las redes sociales muchos desocupados han publicado diferentes videos y testimonios sobre como en este último mes se han estado envenenando y matando perros callejeros en la ciudad de loja, donde vários muestran el sufrimiento de sus mascotas o su perrito de engorde.",1,despu s v rias peticion depart puebl ecuatoriana haci cabild lojan burgomaest loj promet tom med situaci n envenen masiv canin red social desocup public diferent vide testimoni ltim mes envenen mat perr callejer ciud loj v rios muestr sufrimient mascot perrit engord
1229,2016-11-20,Mafioso aclara que jueza borracha no es su mujer sino solamente una de sus perras,"A través de redes sociales se viralizaron varios videos en los que se muestra a la abogada, Lorena Collantes, agrediendo física y verbalmente a los miembros de la Policía Nacional que la detuvieron el pasado 17 de noviembre en un restaurante. En varias ocasiones, Collantes amenaza a quienes la filman y sostiene que es jueza. Collantes en el video afirma que su marido es un mafioso y que puede matar a un policía en 30 minutos.",1,trav s red social viraliz vari vide muestr abog loren collant agred f sic verbal miembr polic nacional detuv pas noviembr restaur vari ocasion collant amenaz film sostien juez collant vide afirm mar mafios pued mat polic minut
1230,2016-11-20,Yachay descubre que los decapitados enrealidad si tenian cabeza,"Después de que el grupo forense de Yachay haya profanado 5 diferentes tumbas en diferentes cementerios y museos de Guayaquíl lograron descubrir que los poétas “Decapitados” enrealidad si tenían cabeza. Años de papeleo interminable tuvieron que sufrir los estuadiantes y científicos de la Ciudad del conocimiento Yachay, para tratar de desenterrar a un grupo de 5 poétas con el fin de comprobar el mito de que se llamaban decapitados por no tener cabeza. Declaraciones del jefe de la investigación, Toribio León, fueron: “Nos parecía ridículo que un grupo de 5 decapitados pudiesen escribir poemas, porque no tendrían ojos para ver donde escriben, asi que no queríamos que el país siga sumergido en esa ignorancia y decidimos profanar los cadáveres de todos esos jóvenes y ver si tenían cabeza o no”",1,despu s grup forens yachay profan diferent tumb diferent cementeri muse guayaqu l logr descubr po tas decapit enreal si ten an cabez papele intermin sufr estuadi cient fic ciud conoc yachay trat desenterr grup po tas fin comprob mit llam decapit ten cabez declar jef investigaci n toribi n parec rid cul grup decapit pud escrib poem tendr an ojos ver escrib asi quer amos pa s sig sumerg ignor decid profan cad ver j ven ver si ten an cabez
1231,2016-11-19,El Brayan y la Kimberli inscriben sus candidaturas a asambleistas,"El Partido Social Cristiano, Alianza País y CREO han luchado el día de hoy a las afueras del CNE para ganar el apoyo en la asamblea al inscribir a Brayan Cunalata y Kimberli Tituaña respectivamete en sus listas. Afirman que estas dos personas “famosas” ayudarían a ganar el voto de cada uno de sus “Tocayos” en el país, representados en 35 00o Brayans y 40 000 Kimberlis aproximadamente. Al final el PSC ha sido aquel que incribió a las dos celebridades de la Marín y los Guasmos, ya que ellos pidieron específicamente tener amistad con los personajes de combate que ahora conforman parte de esa lista tambien.",1,part social cristian alianz pa s cre luch d hoy afuer cne gan apoy asamble inscrib bray cunalat kimberli titu respectivamet list afirm dos person fam ayud an gan vot cad tocay pa s represent brayans kimberlis aproxim final psc sid aquel incribi dos celebr mar n guasm pid espec fic ten amist personaj combat ahor conform part list tambi
1232,2016-11-19,CREO lanza a Pennywise como candidato a asambleísta para contrarestar a Tico Tico,"Ernesto Huertas Carrillo, más conocido como ‘Tiko Tiko’, será candidato a asambleísta en el Distrito 2 Guayas, por el Partido Socialista Ecuatoriano, para las elecciones de febrero de 2017. Hasta la Delegación del CNE en Guayas, Huertas llegó para inscribir su candidatura. Fue recibido por el dirigente del Partido Socialista, Gabriel Pin. Esta noticia causó conmoción y confusión en el electorado ecuatoriano al no saber si se debe votar por un payaso, por futbolistas o por idiotas de la televisión.",1,ernest huert carrill m s conoc tik tik ser candidat asambl sta distrit guay part social ecuatorian eleccion febrer delegaci n cne guay huert lleg inscrib candidatur recib dirigent part social gabriel pin notici caus conmoci n confusi n elector ecuatorian sab si deb vot payas futbol idiot televisi n
1233,2016-11-19,Lasso: “Es mejor que nuestros montubios se maten a balazos que a machetazos”,"El candidato presidencial por CREO Guillermo Lasso, prometió que de ganar las elecciones, reformaría la legislación para permitir que los moradores de las zonas rurales del país puedan portar armas de fuego. La promesa la hizo durante una reunión del pasado jueves, con gremios montubios de la costa, invitado por el dirigente campesino Paúl Olsen.",1,candidat presidencial cre guillerm lass prometi gan eleccion reform legislaci n permit morador zon rural pa s pued port armas fueg promes hiz reuni n pas juev gremi montubi cost invit dirigent campesin pa l olsen
1234,2016-11-19,Presidente de China afirma que la comida Lojana es su favorita en el Ecuador,"El presidente chino Xi Jinping o tambien conocido como el Patrón en el Ecuador, ha prometido bajar la deuda del país gracias a su admiración del pueblo lojano y sus tradiciones culinarias. El presidente fue engatuzado por el alcalde de Loja para probar su plato predilecto “Perro asado” a lo cual el presidente oriental dijo: “Este sel el mejol pello que he comido en mi vida, me lecuelda a mi hogal, veo que su pueblo se ha esfolzado por lendil tlibuto a China, su acción ayudala al país”",1,president chin xi jinping tambi conoc patr n ecuador promet baj deud pa s graci admiraci n puebl lojan tradicion culinari president engatuz alcald loj prob plat predilect perr asad president oriental dij sel mejol pell com vid lecueld hogal veo puebl esfolz lendil tlibut chin acci n ayudal pa s
1235,2016-11-19,La comunidad afroecuatoriana demanda derechos de autor del “Black Friday”,"El famoso día de ofertas,  el viernes Negro será demandado legalmente por la comunidad afroecuatoriana. Un protesta de más de 10 000 habitantes de la costa ecuatoriana y  del valle del chota han realizado una protesta, reclamando todos los derechos de autor que deberían pagar todas las empresas que buscan promocionar este ” Viernes Negro” sin pagar regalías a los pueblos que tanto han sufrido.",1,famos d ofert viern negr ser demand legal comun afroecuatorian protest m s habit cost ecuatorian vall chot realiz protest reclam derech autor deb an pag tod empres busc promocion viern negr pag regal as puebl sufr
1236,2016-11-17,"Ay Pame nos vuelve a amenazar con que si llega a ser asambleista, creará ley para cerrar el Mercioco","Ya habían pasado algunos meses sin que supieramos de Pamela Aguirre, quien ya nos había amenazado anteriormente, pero esta ocasión nos dejó un mensaje más serio, amenazándonos.",1,hab an pas mes supier pamel aguirr hab amenaz anterior ocasi n dej mensaj m s seri amenaz ndon
1237,2016-11-16,Will Smith afirma que en el pasado se llamaba Was Smith,"Will Smith, en una entrevista con un corresponsal del diario el Mercioco contó su opinión sobre política, afirmando que Trump es un cerdo y que Lasso un Pelamasso. Sus declaraciones fueron mayormente políticas y promocionales de sus nuevas películas Pero la declaración más fuerte consistía en un cambio de nombre, que no había contado a nadie antes, específicamente nos dijo: “Nowdays everybody knows me as Will Smith, but in the past i used to be Was Smith” traducido como “Ahora todos me conocen como Will Smith, pero en el pasado solía llamarme Was Smith.",1,will smith entrev corresponsal diari mercioc cont opini n pol tic afirm trump cerd lass pelamass declar mayor pol tic promocional nuev pel cul declaraci n m s fuert consist cambi nombr hab cont nadi espec fic dij nowdays everybody knows as will smith but in the past i used to be was smith traduc ahor conoc will smith pas sol llam was smith
1238,2016-11-16,Chiriboga condenado a 5 meses de prisión en su mansión con juegos de azar y mujerzuelas,"La fiscal Diana Salazar, a cargo de la investigación del caso Ecuafútbol, pidió la pena máxima para Luis Chiriboga, expresidente de la Federación Ecuatoriana de Fútbol (FEF) y para Hugo M., extesorero del organismo deportivo, ambos acusados de lavado de activos en calidad de coautores. Así lo dio a conocer la Fiscalía, la mañana de este 15 de noviembre del 2016, a través de su cuenta de Twitter.",1,fiscal dian salaz carg investigaci n cas ecuaf tbol pidi pen m xim luis chiribog expresident federaci n ecuatorian f tbol fef hug m extesorer organ deport ambos acus lav activ calid coautor as dio conoc fiscal ma ana noviembr trav s cuent twitt
